step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,Prediction
294,1,102245.36,102245.36,0.0,0.0,102245.36,Fraud
258,1,273468.59,273468.59,0.0,0.0,273468.59,Fraud
237,0,46424.47,379.0,46803.47,72616.36,26191.89,Not Fraud
132,3,55724.73,0.0,0.0,0.0,0.0,Not Fraud
379,1,4605511.01,4605511.01,0.0,0.0,0.0,Fraud
499,0,4619.4,4619.4,0.0,0.0,0.0,Fraud
66,4,383378.38,383378.38,0.0,513037.54,896415.93,Fraud
329,0,348600.55,3063.0,351663.55,0.0,0.0,Not Fraud
308,3,16059.51,0.0,0.0,0.0,0.0,Not Fraud
90,1,7929.98,7929.98,0.0,0.0,0.0,Fraud
38,3,13501.38,69798.0,56296.62,0.0,0.0,Not Fraud
344,0,14215.9,14215.9,0.0,798277.75,812493.65,Fraud
318,1,62399.1,62399.1,0.0,187530.41,249929.51,Fraud
662,3,311882.78,311882.78,0.0,0.0,0.0,Fraud
469,3,357858.5,357858.5,0.0,0.0,0.0,Fraud
8,4,8480.8,8480.8,0.0,0.0,293508.59,Fraud
156,3,13955.41,19819.0,5863.59,0.0,0.0,Not Fraud
12,1,381929.43,0.0,0.0,1081473.58,1463403.01,Not Fraud
13,3,26944.68,15819.0,0.0,0.0,0.0,Not Fraud
274,3,587749.25,587749.25,0.0,3873155.65,4460904.9,Fraud
175,0,360235.26,360235.26,0.0,88556.83,448792.09,Fraud
179,0,303398.97,79786.0,383184.97,592550.03,289151.06,Not Fraud
322,1,145882.7,0.0,0.0,1757133.52,1903016.22,Not Fraud
581,3,55607.85,55607.85,0.0,0.0,0.0,Fraud
207,3,3453314.98,3453314.98,0.0,0.0,0.0,Fraud
689,0,220198.31,220198.31,0.0,0.0,220198.31,Fraud
370,0,167419.45,167419.45,0.0,0.0,167419.45,Fraud
86,1,1248212.4,1248212.4,0.0,774979.25,2023191.65,Fraud
624,1,595512.97,595512.97,0.0,0.0,0.0,Fraud
15,3,2049.96,21522.0,19472.04,0.0,0.0,Not Fraud
15,3,5549.26,188614.77,183065.51,0.0,0.0,Not Fraud
36,3,52472.68,345.0,0.0,0.0,0.0,Not Fraud
643,3,1427171.53,1427171.53,0.0,0.0,1427171.53,Fraud
467,1,390008.98,390008.98,0.0,255158.71,645167.69,Fraud
307,3,12541.69,0.0,0.0,0.0,0.0,Not Fraud
288,3,359423.46,359423.46,0.0,33522.58,392946.04,Fraud
187,1,160904.03,0.0,0.0,202572.57,363476.6,Not Fraud
303,1,55772.4,0.0,0.0,314257.1,370029.5,Not Fraud
13,3,1381.22,0.0,0.0,0.0,0.0,Not Fraud
141,1,152041.63,735.0,0.0,65515.16,217556.79,Not Fraud
280,3,15900.97,7559.0,0.0,0.0,0.0,Not Fraud
20,0,287952.22,240384.8,528337.02,0.0,0.0,Not Fraud
327,3,450400.64,450400.64,0.0,25406.4,475807.04,Fraud
381,1,208645.54,0.0,0.0,658821.79,867467.33,Not Fraud
395,1,106684.85,34102.0,0.0,701541.07,808225.92,Not Fraud
39,0,52603.88,0.0,52603.88,1292141.22,1239537.34,Not Fraud
370,1,39188.27,200411.0,161222.73,169024.14,208212.41,Not Fraud
349,1,362821.8,362821.8,0.0,3.19,362825.0,Fraud
228,4,1504092.86,29842.0,0.0,1150684.87,2654777.74,Not Fraud
55,0,151299.58,151299.58,0.0,193576.06,344875.63,Fraud
645,3,419829.25,419829.25,0.0,0.0,0.0,Fraud
465,3,45946.72,45946.72,0.0,0.0,0.0,Fraud
249,1,211554.4,30746.96,0.0,224482.06,442246.11,Not Fraud
194,1,224810.87,224810.87,0.0,0.0,0.0,Fraud
637,3,55164.41,55164.41,0.0,809638.62,864803.03,Fraud
35,3,20074.22,0.0,0.0,0.0,0.0,Not Fraud
641,0,228254.83,228254.83,0.0,0.0,0.0,Fraud
288,1,990518.56,990518.56,0.0,0.0,0.0,Fraud
379,4,190341.55,190341.55,0.0,0.0,0.0,Fraud
190,1,1841326.04,1841326.04,0.0,42656.05,1883982.09,Fraud
401,0,25493.7,670325.66,695819.36,1119424.3,1093930.59,Not Fraud
96,3,1161263.51,1161263.51,0.0,0.0,0.0,Fraud
151,1,743630.3,743630.3,0.0,0.0,743630.3,Fraud
260,1,54705.92,54705.92,0.0,678788.47,733494.4,Fraud
17,1,311638.88,29620.0,0.0,196348.3,207935.7,Not Fraud
329,3,6533.26,130.0,0.0,0.0,0.0,Not Fraud
190,0,358047.79,1156837.5,1514885.28,643332.95,285285.17,Not Fraud
399,3,4723131.48,4723131.48,0.0,0.0,4723131.48,Fraud
268,1,1937347.39,1937347.39,0.0,0.0,1937347.39,Fraud
348,3,19689.25,24097.0,4407.75,0.0,0.0,Not Fraud
74,3,40371.21,40371.21,0.0,427612.78,467983.99,Fraud
225,1,21531.45,21531.45,0.0,0.0,21531.45,Fraud
323,3,19389.49,356792.6,337403.11,0.0,0.0,Not Fraud
608,1,360458.27,0.0,0.0,513519.4,873977.68,Not Fraud
520,1,40235.18,40235.18,0.0,0.0,0.0,Fraud
226,0,55681.61,5487632.68,5543314.29,549478.81,493797.2,Not Fraud
428,0,43759.35,43759.35,0.0,57359.78,101119.13,Fraud
43,3,10342.66,0.0,0.0,0.0,0.0,Not Fraud
393,1,21942.4,0.0,0.0,46278.71,68221.11,Not Fraud
161,1,118542.43,169.0,0.0,0.0,118542.43,Not Fraud
259,1,19825.38,11573.0,0.0,0.0,19825.38,Not Fraud
256,1,156096.27,175829.0,19732.73,1230574.72,1386670.99,Not Fraud
263,4,188505.39,188505.39,0.0,0.0,0.0,Fraud
356,4,103365.36,103365.36,0.0,0.0,103365.36,Fraud
165,0,61396.39,1039168.36,1100564.76,505320.4,443924.0,Not Fraud
53,4,128455.68,128455.68,0.0,0.0,0.0,Fraud
208,0,340224.03,7432057.65,7772281.68,2834968.8,2494744.77,Not Fraud
321,4,966096.55,22275.0,0.0,0.0,966096.55,Not Fraud
5,1,169.28,169.28,0.0,2803.59,0.0,Fraud
225,3,75194.01,75194.01,0.0,45248.73,120442.74,Fraud
347,3,17210.36,17210.36,0.0,0.0,0.0,Fraud
306,0,25930.08,6020821.36,6046751.43,96876.96,70946.88,Not Fraud
342,0,17209.41,17209.41,0.0,0.0,0.0,Fraud
139,1,44665.28,44665.28,0.0,269670.9,314336.18,Fraud
301,4,79587.53,0.0,0.0,635511.23,715098.75,Not Fraud
162,0,175672.05,22279.0,197951.05,0.0,0.0,Not Fraud
705,3,194478.67,194478.67,0.0,0.0,0.0,Fraud
383,1,131324.68,0.0,0.0,1330172.55,1461497.23,Not Fraud
635,1,23151.47,23151.47,0.0,8845891.0,8869042.47,Fraud
324,1,2887307.94,2887307.94,0.0,0.0,0.0,Fraud
614,3,946.71,0.0,0.0,0.0,0.0,Not Fraud
706,3,814573.14,814573.14,0.0,0.0,0.0,Fraud
226,4,588043.57,1120.0,0.0,0.0,588043.57,Not Fraud
356,3,4977899.53,4977899.53,0.0,2775.46,4980674.99,Fraud
488,0,148192.59,148192.59,0.0,0.0,0.0,Fraud
203,1,22730.95,41247.0,18516.05,1003836.14,1026567.08,Not Fraud
345,3,630821.31,630821.31,0.0,605712.68,1199410.7,Fraud
332,1,101392.04,145056.0,43663.96,0.0,101392.04,Not Fraud
371,0,4161333.5,4161333.5,0.0,0.0,0.0,Fraud
258,0,203099.67,1333539.75,1536639.42,522935.79,319836.12,Not Fraud
415,0,307129.52,307129.52,0.0,0.0,0.0,Fraud
137,1,377428.92,0.0,0.0,1643866.56,2021295.48,Not Fraud
396,4,487901.84,68490.0,0.0,493574.92,981476.76,Not Fraud
369,0,298071.3,298071.3,0.0,1538.23,299609.53,Fraud
100,3,52858.89,52858.89,0.0,4254439.83,4307298.72,Fraud
474,3,20107.26,20107.26,0.0,0.0,0.0,Fraud
151,1,122148.7,122148.7,0.0,0.0,122148.7,Fraud
357,1,15129.58,0.0,0.0,160097.34,175226.92,Not Fraud
401,1,31276.36,41829.0,10552.64,607273.13,864839.33,Not Fraud
426,1,88298.58,88298.58,0.0,0.0,0.0,Fraud
51,1,52698.7,52698.7,0.0,0.0,52698.7,Fraud
384,1,52697.86,52697.86,0.0,0.0,0.0,Fraud
330,0,51044.48,51044.48,0.0,0.0,0.0,Fraud
284,4,559004.28,559004.28,0.0,206069.04,765073.33,Fraud
280,3,447222.23,447222.23,0.0,0.0,447222.23,Fraud
251,4,359925.42,50141.0,0.0,117257.14,477182.56,Not Fraud
162,1,106753.53,0.0,0.0,3836925.93,3943679.46,Not Fraud
353,1,352054.25,52817.0,0.0,3163965.24,3516019.49,Not Fraud
562,1,124722.51,124722.51,0.0,0.0,124722.51,Fraud
259,1,52946.55,0.0,0.0,87742.13,52875.97,Not Fraud
201,3,11376.74,10324.0,0.0,0.0,0.0,Not Fraud
12,3,10644.92,21116.0,10471.08,0.0,0.0,Not Fraud
513,3,2444785.95,2444785.95,0.0,42833.39,2487619.35,Fraud
238,3,80136.46,80136.46,0.0,0.0,80136.46,Fraud
236,3,3014.15,24386.81,21372.66,0.0,0.0,Not Fraud
39,1,117287.14,0.0,0.0,276124.32,0.0,Not Fraud
431,1,10000000.0,10000000.0,0.0,2253353.77,12253353.77,Fraud
394,3,26369.34,433.0,0.0,0.0,0.0,Not Fraud
181,0,79119.76,927449.24,1006569.01,1428260.78,1349141.02,Not Fraud
595,3,19874.8,18246.0,0.0,0.0,0.0,Not Fraud
404,0,59932.39,2399435.89,2459368.28,1458972.33,1399039.94,Not Fraud
496,3,2896905.4,2896905.4,0.0,398058.78,3294964.19,Fraud
728,1,53259.19,53259.19,0.0,0.0,53259.19,Fraud
301,3,72615.27,27419.37,0.0,0.0,0.0,Not Fraud
291,0,297588.48,297588.48,0.0,0.0,297588.48,Fraud
352,3,12109.01,102223.0,90113.99,0.0,0.0,Not Fraud
40,0,129062.87,21945015.67,22074078.54,2484682.72,2355619.85,Not Fraud
513,3,335049.89,335049.89,0.0,0.0,0.0,Fraud
629,1,249555.72,249555.72,0.0,0.0,249555.72,Fraud
186,1,262182.86,0.0,0.0,620786.13,882968.99,Not Fraud
184,3,213630.39,213630.39,0.0,0.0,0.0,Fraud
159,0,8241.45,7086.0,15327.45,1323064.2,1314822.74,Not Fraud
272,1,346267.88,346267.88,0.0,207255.38,553523.26,Fraud
601,3,274.55,107470.0,107195.45,0.0,0.0,Not Fraud
206,1,1022700.86,1022700.86,0.0,78801.28,1101502.14,Fraud
651,1,391438.82,391438.82,0.0,0.0,0.0,Fraud
401,1,145399.66,0.0,0.0,2611532.68,2756932.34,Not Fraud
517,1,94575.17,94575.17,0.0,624586.33,719161.5,Fraud
531,0,1072.55,1072.55,0.0,0.0,0.0,Fraud
12,4,1000908.18,0.0,0.0,3462783.97,4463692.15,Not Fraud
259,1,212804.48,0.0,0.0,1171112.39,1383916.87,Not Fraud
373,1,128685.27,0.0,0.0,184161.35,312846.62,Not Fraud
216,3,10084.1,10084.1,0.0,0.0,0.0,Fraud
365,1,362508.54,362508.54,0.0,0.0,0.0,Fraud
257,1,146601.23,0.0,0.0,197807.9,344409.13,Not Fraud
133,3,272789.55,272789.55,0.0,0.0,0.0,Fraud
180,1,71388.36,0.0,0.0,603278.31,674666.67,Not Fraud
284,4,162469.63,130573.41,0.0,0.0,162469.63,Not Fraud
429,1,51139.99,51139.99,0.0,0.0,0.0,Fraud
594,3,10847.62,20103.0,9255.38,0.0,0.0,Not Fraud
179,0,15173.54,1658474.5,1673648.04,6285953.6,6270780.06,Not Fraud
230,3,25774.59,0.0,0.0,0.0,0.0,Not Fraud
306,0,96470.69,96470.69,0.0,0.0,96470.69,Fraud
211,0,94310.42,94310.42,0.0,0.0,0.0,Fraud
213,1,83043.32,4586.0,0.0,70525.51,153568.82,Not Fraud
429,0,316307.99,316307.99,0.0,0.0,0.0,Fraud
619,3,246154.45,246154.45,0.0,0.0,0.0,Fraud
375,4,178873.69,0.0,0.0,1080457.13,1259330.82,Not Fraud
451,3,504228.85,504228.85,0.0,0.0,0.0,Fraud
657,1,293245.47,293245.47,0.0,236392.81,529638.28,Fraud
619,1,10000000.0,10000000.0,0.0,2163313.4,12163313.4,Fraud
259,1,188684.2,0.0,0.0,2047206.19,2235890.39,Not Fraud
174,1,805446.98,805446.98,0.0,0.0,0.0,Fraud
633,1,10000000.0,10000000.0,0.0,28455.63,10028455.63,Fraud
592,4,46766.05,46766.05,0.0,0.0,46766.05,Fraud
154,1,24327.24,0.0,0.0,188016.41,212343.65,Not Fraud
555,0,2755798.15,2755798.15,0.0,0.0,0.0,Fraud
303,1,100526.92,0.0,0.0,190125.66,290652.57,Not Fraud
679,4,395165.32,395165.32,0.0,1418321.82,1813487.13,Fraud
406,0,127480.56,2083600.57,2211081.13,3957685.27,3830204.7,Not Fraud
253,0,53338.36,53338.36,0.0,0.0,0.0,Fraud
257,3,1336848.82,1336848.82,0.0,0.0,1336848.82,Fraud
18,3,12992.48,0.0,0.0,0.0,0.0,Not Fraud
302,3,6627.88,71128.58,64500.7,0.0,0.0,Not Fraud
35,1,189551.19,0.0,0.0,1452554.08,1642105.27,Not Fraud
276,1,66374.67,0.0,0.0,140112.39,206487.06,Not Fraud
136,1,251760.17,0.0,0.0,502919.97,754680.14,Not Fraud
234,4,409555.99,0.0,0.0,418561.95,828117.94,Not Fraud
592,1,38634.92,0.0,0.0,94727.44,133362.36,Not Fraud
347,0,123785.53,99941.0,223726.53,549933.18,426147.66,Not Fraud
263,3,618154.77,618154.77,0.0,0.0,0.0,Fraud
404,1,1673201.16,1673201.16,0.0,11783.95,1684985.11,Fraud
211,1,254794.43,0.0,0.0,654157.3,908951.74,Not Fraud
568,3,1158382.69,1158382.69,0.0,0.0,0.0,Fraud
20,1,436516.38,0.0,0.0,4427759.15,5014451.67,Not Fraud
310,1,7238.34,7238.34,0.0,0.0,0.0,Fraud
560,3,7560710.91,7560710.91,0.0,26494.93,7587205.84,Fraud
78,3,1090677.93,1090677.93,0.0,1958385.33,3049063.26,Fraud
195,0,151403.33,151403.33,0.0,329098.47,480501.8,Fraud
530,3,788671.74,788671.74,0.0,72297.59,860969.34,Fraud
155,3,20798.57,207732.0,186933.43,0.0,0.0,Not Fraud
400,1,5475.02,5475.02,0.0,0.0,0.0,Fraud
394,3,48160.28,37321.0,0.0,0.0,0.0,Not Fraud
329,1,95980.7,0.0,0.0,1820354.88,1916335.58,Not Fraud
528,1,72522.1,72522.1,0.0,0.0,0.0,Fraud
17,1,128260.24,0.0,0.0,3254796.61,3383056.86,Not Fraud
121,3,9342823.56,9342823.56,0.0,0.0,0.0,Fraud
236,1,16441.08,378076.18,361635.1,2195542.99,2211984.07,Not Fraud
182,1,121744.09,0.0,0.0,448820.98,570565.07,Not Fraud
369,1,494067.1,494067.1,0.0,2556327.31,3050394.4,Fraud
305,1,249048.23,61322.0,0.0,252456.12,501504.35,Not Fraud
130,3,46368.96,53342.63,6973.66,0.0,0.0,Not Fraud
245,3,2477925.59,2477925.59,0.0,1083.81,2479009.4,Fraud
478,3,9574918.62,9574918.62,0.0,4905050.61,14479969.24,Fraud
12,4,1282898.59,13961.0,0.0,9024.0,1259355.32,Not Fraud
494,3,290029.11,290029.11,0.0,1670515.55,1960544.67,Fraud
96,1,1105637.31,1105637.31,0.0,1967780.36,3073417.67,Fraud
301,0,1537255.67,1537255.67,0.0,228816.71,1766072.37,Fraud
13,0,518154.34,84885.0,603039.34,1247027.98,922431.8,Not Fraud
37,1,30206.29,30151.0,0.0,0.0,30206.29,Fraud
352,3,674313.1,674313.1,0.0,94958.35,769271.45,Fraud
400,1,75866.45,0.0,0.0,4106448.97,4182315.43,Not Fraud
157,1,61030.6,497.0,0.0,1605695.81,1666726.41,Not Fraud
587,0,272743.1,272743.1,0.0,0.0,0.0,Fraud
203,3,8791.54,7076.0,0.0,0.0,0.0,Not Fraud
10,4,152797.01,0.0,0.0,2848974.81,3108335.98,Not Fraud
594,1,3074177.67,3074177.67,0.0,167688.44,3241866.12,Fraud
212,3,39931.96,39931.96,0.0,0.0,39931.96,Fraud
388,1,67681.31,67681.31,0.0,0.0,0.0,Fraud
432,1,426163.55,426163.55,0.0,0.0,0.0,Fraud
163,0,224581.73,2128087.52,2352669.25,441115.65,216533.91,Not Fraud
17,1,78363.42,1052.0,0.0,0.0,78363.42,Not Fraud
323,1,5741.64,5741.64,0.0,0.0,5741.64,Fraud
383,0,1107380.91,1107380.91,0.0,447530.89,1554911.81,Fraud
331,0,89364.56,89364.56,0.0,1056956.6,1146321.17,Fraud
348,3,4725.44,4725.44,0.0,29835.78,26577.48,Fraud
480,0,203614.15,203614.15,0.0,0.0,203614.15,Fraud
163,1,13875.48,0.0,0.0,770401.59,784277.07,Not Fraud
405,1,32501.55,0.0,0.0,229722.71,262224.26,Not Fraud
132,3,337525.41,337525.41,0.0,0.0,337525.41,Fraud
341,2,146317.09,146317.09,0.0,523914.66,670231.75,Fraud
438,1,160813.74,160813.74,0.0,0.0,0.0,Fraud
309,1,117515.3,0.0,0.0,290520.3,408035.6,Not Fraud
579,1,504497.06,504497.06,0.0,0.0,0.0,Fraud
82,0,150334.94,150334.94,0.0,197583.73,347918.67,Fraud
192,3,1152012.94,1152012.94,0.0,0.0,0.0,Fraud
37,3,7454.42,0.0,0.0,0.0,0.0,Not Fraud
297,3,25845.14,0.0,0.0,0.0,0.0,Not Fraud
281,3,65450.55,0.0,0.0,0.0,0.0,Not Fraud
301,1,179238.91,0.0,0.0,1128346.15,1307585.06,Not Fraud
563,0,111246.32,4404813.73,4516060.06,658352.69,547106.37,Not Fraud
66,0,803302.72,803302.72,0.0,0.0,803302.72,Fraud
368,1,683079.24,683079.24,0.0,0.0,0.0,Fraud
129,1,69884.25,0.0,0.0,131037.4,200921.65,Not Fraud
235,0,228745.74,11334.0,240079.74,0.0,0.0,Not Fraud
489,0,255307.82,255307.82,0.0,0.0,255307.82,Fraud
68,1,36641.6,36641.6,0.0,0.0,0.0,Fraud
494,4,2983470.26,2983470.26,0.0,388453.47,3371923.73,Fraud
94,0,28037.44,8458223.77,8486261.22,627022.48,598985.04,Not Fraud
307,1,2029.38,0.0,0.0,19905270.48,19907299.86,Not Fraud
314,0,283881.25,283881.25,0.0,0.0,0.0,Fraud
236,0,8579106.72,8579106.72,0.0,228084.36,8807191.08,Fraud
435,1,896623.39,896623.39,0.0,0.0,0.0,Fraud
182,1,150972.83,75209.92,0.0,2436149.42,2587122.26,Not Fraud
251,1,64322.15,64322.15,0.0,0.0,0.0,Fraud
175,3,253628.9,253628.9,0.0,0.0,0.0,Fraud
678,3,2356252.85,2356252.85,0.0,4540.93,2360793.79,Fraud
380,1,242024.21,636.0,0.0,777053.21,1019077.43,Not Fraud
255,0,353320.23,353320.23,0.0,0.0,0.0,Fraud
328,3,63176.15,232.0,0.0,0.0,0.0,Not Fraud
472,0,113995.4,113995.4,0.0,351639.42,465634.82,Fraud
335,3,1188921.5,1188921.5,0.0,748305.57,1937227.07,Fraud
314,3,1727333.87,1727333.87,0.0,2036119.62,3763453.5,Fraud
95,3,13837.69,11177.0,0.0,0.0,0.0,Not Fraud
446,3,136629.74,136629.74,0.0,0.0,0.0,Fraud
388,1,296849.23,296849.23,0.0,0.0,0.0,Fraud
356,0,13684.52,9706872.84,9720557.36,1608478.9,1594794.37,Not Fraud
657,3,227987.78,227987.78,0.0,0.0,0.0,Fraud
590,3,23500.24,23500.24,0.0,0.0,0.0,Fraud
313,3,15139.52,9661.0,0.0,0.0,0.0,Not Fraud
257,0,197126.07,27618.0,224744.07,0.0,0.0,Not Fraud
14,1,177016.33,0.0,0.0,1701743.73,1878760.06,Not Fraud
598,3,6596507.87,6596507.87,0.0,263779.63,6860287.5,Fraud
10,1,254933.36,0.0,0.0,2239648.34,5630975.52,Not Fraud
261,0,600229.49,600229.49,0.0,209387.09,809616.59,Fraud
30,1,464833.04,464833.04,0.0,492895.0,1285078.31,Fraud
560,3,20317.39,20317.39,0.0,0.0,0.0,Fraud
279,1,20271.14,90854.0,70582.86,4297763.17,4318034.31,Not Fraud
637,3,451.34,164184.33,163732.99,0.0,0.0,Not Fraud
613,3,1539286.45,1539286.45,0.0,0.0,0.0,Fraud
162,1,803895.33,803895.33,0.0,150604.85,954500.18,Fraud
11,3,244236.58,244236.58,0.0,313.08,338097.36,Fraud
311,3,6533.11,261423.0,254889.89,0.0,0.0,Not Fraud
650,0,330691.5,330691.5,0.0,0.0,0.0,Fraud
568,3,450151.9,450151.9,0.0,0.0,0.0,Fraud
373,1,43196.71,43196.71,0.0,0.0,0.0,Fraud
291,0,10000000.0,10540200.3,540200.3,0.0,0.0,Fraud
497,3,49957.94,49957.94,0.0,0.0,0.0,Fraud
229,1,472299.17,472299.17,0.0,0.0,472299.17,Fraud
178,3,3066.59,0.0,0.0,0.0,0.0,Not Fraud
355,0,97938.54,1011702.66,1109641.2,286567.33,188628.79,Not Fraud
508,0,2759.51,2759.51,0.0,0.0,0.0,Fraud
176,1,364334.01,364334.01,0.0,0.0,0.0,Fraud
15,0,261426.03,2383179.06,2644605.09,4950934.88,4689508.85,Not Fraud
274,3,30081.89,30081.89,0.0,0.0,0.0,Fraud
373,1,689173.42,689173.42,0.0,0.0,0.0,Fraud
15,0,249224.9,8179.0,257403.9,0.0,0.0,Not Fraud
611,1,120588.36,120588.36,0.0,0.0,0.0,Fraud
567,0,81150.78,81150.78,0.0,192586.94,273737.72,Fraud
255,1,96217.4,10620.0,0.0,1779702.74,1875920.14,Not Fraud
167,1,41755.97,0.0,0.0,911990.77,953746.74,Not Fraud
36,1,7552.94,0.0,0.0,492614.08,890146.58,Not Fraud
132,0,179218.98,6936037.3,7115256.27,382863.27,69337.86,Not Fraud
319,1,296557.48,296557.48,0.0,0.0,0.0,Fraud
362,1,4897809.38,4897809.38,0.0,0.0,0.0,Fraud
15,3,33774.52,0.0,0.0,0.0,0.0,Not Fraud
445,3,1058877.74,1058877.74,0.0,0.0,0.0,Fraud
55,0,3607121.79,3607121.79,0.0,0.0,0.0,Fraud
372,4,252827.55,0.0,0.0,2158612.65,2411440.2,Not Fraud
400,3,40304.54,19639.0,0.0,0.0,0.0,Not Fraud
163,4,2450.62,0.0,0.0,13861217.63,13863668.26,Not Fraud
505,1,12800.67,12800.67,0.0,0.0,0.0,Fraud
130,0,174803.22,437201.49,612004.72,390065.47,371930.04,Not Fraud
512,4,10000000.0,10000000.0,0.0,805075.4,10805075.4,Fraud
138,0,36715.17,36715.17,0.0,0.0,36715.17,Fraud
478,3,72492.0,72492.0,0.0,234471.35,306963.35,Fraud
273,0,98133.65,98133.65,0.0,1904222.51,2002356.16,Fraud
231,4,3912783.6,3912783.6,0.0,0.0,3912783.6,Fraud
275,1,658633.44,0.0,0.0,1460844.11,2119477.55,Not Fraud
42,0,127940.3,0.0,127940.3,700636.95,572696.66,Not Fraud
8,1,502613.65,0.0,0.0,786212.97,404380.68,Not Fraud
52,0,98566.65,98566.65,0.0,2456780.52,2555347.18,Fraud
305,1,65027.61,65027.61,0.0,2316140.26,2381167.86,Fraud
258,0,76073.84,8488837.93,8564911.77,7284830.18,7208756.34,Not Fraud
132,3,310856.85,310856.85,0.0,0.0,0.0,Fraud
384,1,500334.69,500334.69,0.0,0.0,0.0,Fraud
434,1,1143909.65,1143909.65,0.0,0.0,0.0,Fraud
307,1,67050.71,0.0,0.0,841088.27,908138.98,Not Fraud
356,0,601440.25,601440.25,0.0,138426.73,739866.98,Fraud
234,1,261798.96,7130.0,0.0,1253439.08,1515238.04,Not Fraud
589,1,2532.54,42335.0,39802.46,107719.21,110251.75,Not Fraud
298,4,228296.93,0.0,0.0,8532236.73,8760533.66,Not Fraud
309,1,213797.04,45273.1,0.0,0.0,213797.04,Not Fraud
410,3,717370.26,717370.26,0.0,0.0,0.0,Fraud
555,1,1685842.46,1685842.46,0.0,9883.05,1695725.52,Fraud
11,0,187283.21,3370069.17,3557352.38,1446770.59,1587360.35,Not Fraud
140,3,11069.71,59487.0,48417.29,0.0,0.0,Not Fraud
603,0,10000000.0,13518954.57,3518954.57,0.0,0.0,Fraud
275,1,105060.65,0.0,0.0,1203217.16,1308277.8,Not Fraud
678,0,621063.53,621063.53,0.0,0.0,0.0,Fraud
183,4,239390.64,355.0,0.0,0.0,239390.64,Not Fraud
204,1,77518.66,61576.0,0.0,615000.71,692519.37,Not Fraud
627,1,257703.35,257703.35,0.0,0.0,0.0,Fraud
370,0,167764.11,5363851.14,5531615.25,180744.07,12979.96,Not Fraud
34,4,385098.43,0.0,0.0,3699427.5,4084525.93,Not Fraud
322,1,310816.18,40401.0,0.0,7348736.79,7915431.82,Not Fraud
414,3,1582023.78,1582023.78,0.0,3759.57,1585783.34,Fraud
223,3,10914.81,10914.81,0.0,952845.34,963760.15,Fraud
590,0,296143.56,18804.0,314947.56,0.0,0.0,Not Fraud
338,1,1532227.68,1532227.68,0.0,0.0,1532227.68,Fraud
191,0,105821.48,105821.48,0.0,0.0,0.0,Fraud
279,0,172162.63,12125843.14,12298005.77,191223.5,19060.88,Not Fraud
228,1,145268.52,0.0,0.0,1946827.16,2092095.68,Not Fraud
363,1,5081953.75,5081953.75,0.0,11381.59,5093335.34,Fraud
306,0,248615.13,876571.29,1125186.42,626501.95,502123.79,Not Fraud
229,1,56103.83,0.0,0.0,68994.94,125098.78,Not Fraud
187,0,162967.57,0.0,162967.57,35224.96,0.0,Not Fraud
81,1,55026.34,55026.34,0.0,0.0,0.0,Fraud
412,3,28960.07,28960.07,0.0,0.0,0.0,Fraud
558,0,1037931.11,1037931.11,0.0,0.0,0.0,Fraud
227,1,176044.05,21821.0,0.0,1616513.38,1792557.43,Not Fraud
604,3,562349.66,562349.66,0.0,0.0,0.0,Fraud
480,0,772614.32,772614.32,0.0,119017.42,891631.75,Fraud
494,1,491949.99,491949.99,0.0,0.0,0.0,Fraud
302,1,99150.49,99150.49,0.0,0.0,0.0,Fraud
330,1,381397.32,13622.0,0.0,335281.99,716679.31,Not Fraud
341,3,1393767.24,1393767.24,0.0,0.0,1393767.24,Fraud
141,3,21608.25,21608.25,0.0,124940.99,146549.25,Fraud
600,1,154087.08,154087.08,0.0,836990.11,1003020.25,Fraud
372,0,73561.7,106198.0,179759.7,2288378.59,2214816.9,Not Fraud
515,0,4699771.11,4699771.11,0.0,0.0,4699771.11,Fraud
691,4,860357.48,0.0,0.0,1637857.41,2498214.9,Not Fraud
20,3,11238.08,160596.17,149358.09,0.0,0.0,Not Fraud
121,1,31771.67,31771.67,0.0,0.0,0.0,Fraud
260,0,120453.96,120453.96,0.0,281439.84,401893.8,Fraud
319,1,107553.44,107553.44,0.0,123767.36,231320.79,Fraud
306,3,774054.98,774054.98,0.0,0.0,0.0,Fraud
184,3,21209.65,8129.0,0.0,0.0,0.0,Not Fraud
219,1,1138031.8,1138031.8,0.0,112917.22,1250949.03,Fraud
136,3,4004.67,199293.13,195288.46,0.0,0.0,Not Fraud
34,4,690789.18,21571.0,0.0,51846.62,1416037.56,Not Fraud
38,1,167831.18,1824.0,0.0,1530252.06,1698083.24,Not Fraud
153,3,1778.35,98444.0,96665.65,0.0,0.0,Not Fraud
343,1,56115.58,56115.58,0.0,0.0,0.0,Fraud
99,1,369949.82,369949.82,0.0,0.0,0.0,Fraud
520,0,1597990.24,1597990.24,0.0,0.0,0.0,Fraud
452,1,624040.06,624040.06,0.0,0.0,0.0,Fraud
558,1,6981680.18,6981680.18,0.0,27640249.89,34621930.07,Fraud
512,4,7230163.73,7230163.73,0.0,30816.98,7260980.7,Fraud
55,3,105315.6,8143.89,0.0,42367.19,156811.65,Fraud
177,0,239541.11,239541.11,0.0,1726929.32,1966470.43,Fraud
540,1,259886.1,0.0,0.0,3487262.07,3747148.17,Not Fraud
